Id,Nro Víctimas,Año,Mes,Día,Hora,Tipo de calle,Cruce,Lugar del hecho,Comuna,Pos x,Pos y,Participantes,Víctima,Acusado,Rol,Sexo,Edad
2018-0078,1,2018,Julio,Sábado,6,CALLE,SI,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-58.41264127,-34.59473294,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,27
2018-0079,1,2018,Julio,Lunes,7,GRAL PAZ,SI,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,-58.50877521,-34.66977709,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,39
2018-0080,1,2018,Julio,Miércoles,22,AVENIDA,SI,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.65903530,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,26
2018-0081,1,2018,Julio,Domingo,6,AVENIDA,SI,CASTAÑARES AV. y RIVERA INDARTE AV.,7,-58.44744156,-34.64567171,MULTIPLE,PEATON,MULTIPLE,PEATON,MASCULINO,35
2018-0082,1,2018,Agosto,Miércoles,15,AVENIDA,SI,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-58.49441273,-34.65869968,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,17
2018-0083,1,2018,Agosto,Jueves,5,GRAL PAZ,SI,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,39
2018-0084,1,2018,Agosto,Viernes,7,AVENIDA,SI,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,45
2018-0085,2,2018,Agosto,Viernes,18,AVENIDA,SI,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,22
2018-0085,2,2018,Agosto,Viernes,18,AVENIDA,SI,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30
2018-0086,1,2018,Agosto,Viernes,21,AVENIDA,SI,DIRECTORIO AV. y GUARDIA NACIONAL,9,-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,40
2018-0087,1,2018,Agosto,Miércoles,19,AVENIDA,SI,PAVON AV. y COLOMBRES,5,-58.41644362,-34.63023775,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75
2018-0088,1,2018,Agosto,Viernes,16,GRAL PAZ,SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,39
2018-0089,1,2018,Agosto,Viernes,17,AVENIDA,SI,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80
2018-0090,1,2018,Agosto,Sábado,10,AVENIDA,SI,27 DE FEBRERO AV. y PERGAMINO,8,-58.43284809,-34.67051543,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27
2018-0091,1,2018,Agosto,Domingo,18,AUTOPISTA,SI,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,23
2018-0092,1,2018,Agosto,Lunes,8,AVENIDA,SI,CORDOBA AV. y GASCON,14,-58.42336930,-34.59774487,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23
2018-0093,1,2018,Agosto,Lunes,8,CALLE,NO,15 DE NOVIEMBRE DE 1889 1513,1,-58.38691681,-34.63105973,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,24
2018-0094,1,2018,Agosto,Jueves,5,CALLE,SI,"SALGUERO, JERONIMO y BERUTI",14,-58.41169020,-34.58579880,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,32
2018-0095,1,2018,Agosto,Domingo,0,AVENIDA,SI,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,49
2018-0096,1,2018,Agosto,Viernes,22,AUTOPISTA,SI,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,-58.44483258,-34.67152226,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39
2018-0097,1,2018,Septiembre,Domingo,10,AVENIDA,SI,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43254025,-34.66128115,AUTO-MOVIL,AUTO,OTRO,CONDUCTOR,FEMENINO,35
2018-0098,2,2018,Septiembre,Domingo,5,GRAL PAZ,SI,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,55
2018-0098,2,2018,Septiembre,Domingo,5,GRAL PAZ,SI,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,54
2018-0099,1,2018,Septiembre,Miércoles,14,AVENIDA,SI,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,18
2018-0100,1,2018,Septiembre,Jueves,10,AVENIDA,NO,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,-58.36217754,-34.62367156,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,33
2018-0101,1,2018,Septiembre,Viernes,0,GRAL PAZ,SI,"PAZ, GRAL. AV. y ZAPIOLA",12,-58.48098594,-34.54073130,MULTIPLE,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,39
2018-0102,1,2018,Septiembre,Viernes,0,CALLE,SI,"FAMATINA y TABORDA, DIOGENES",4,-58.41083404,-34.64640709,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,20
2018-0103,1,2018,Septiembre,Jueves,17,AVENIDA,SI,"CASTAÑARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.44609828,-34.64446729,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,1
2018-0104,1,2018,Octubre,Lunes,8,AUTOPISTA,SI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,22
2018-0105,1,2018,Octubre,Miércoles,18,AVENIDA,SI,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,56
2018-0106,1,2018,Octubre,Jueves,22,AVENIDA,SI,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,-58.43674281,-34.55161027,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,27
2018-0107,1,2018,Octubre,Sábado,14,AVENIDA,SI,RIVADAVIA AV. y JUJUY AV.,3,-58.40596860,-34.61011987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,62
2018-0108,1,2018,Octubre,Martes,14,AVENIDA,SI,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,-58.36154069,-34.60463618,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,37
2018-0109,1,2018,Octubre,Miércoles,22,AVENIDA,SI,"TUCUMAN y ALEM, LEANDRO N. AV.",1,-58.37062179,-34.60066507,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,34
2018-0110,1,2018,Octubre,Sábado,3,AVENIDA,SI,"CORRIENTES AV. y GALLARDO, ANGEL AV.",15,-58.43220014,-34.60207186,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,60
2018-0111,1,2018,Octubre,Viernes,12,AUTOPISTA,NO,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,-58.46958442,-34.64949724,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28
2018-0112,1,2018,Octubre,Miércoles,9,CALLE,SI,MUÑECAS y SERRANO,15,-58.44671397,-34.59970903,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,28
2018-0113,1,2018,Octubre,Jueves,11,CALLE,SI,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,-58.47152163,-34.61474911,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,20
2018-0114,1,2018,Octubre,Martes,2,AVENIDA,SI,SOLIS e INDEPENDENCIA AV.,1,-58.39032921,-34.61807951,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23
2018-0115,1,2018,Octubre,Miércoles,12,CALLE,SI,"BOSCH, VENTURA y PAZ, GRAL. AV.",9,-58.52887773,-34.64297861,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,42
2018-0116,1,2018,Noviembre,Jueves,10,GRAL PAZ,NO,"PAZ, GRAL. AV. 14800",8,-58.49371157,-34.67981324,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,48
2018-0117,1,2018,Noviembre,Domingo,8,AVENIDA,NO,"PERON, EVA AV. 5321",9,-58.48266599,-34.66012327,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30
2018-0118,1,2018,Noviembre,Lunes,14,AVENIDA,SI,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,-58.40612253,-34.60774301,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,80
2018-0119,1,2018,Noviembre,Lunes,22,AVENIDA,SI,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,-58.43613623,-34.66292532,PEATON-SD,PEATON,SD,PEATON,FEMENINO,32
2018-0120,1,2018,Noviembre,Viernes,13,AVENIDA,SI,MONROE y ALVAREZ THOMAS AV.,12,-58.48250732,-34.57208238,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,51
2018-0121,1,2018,Noviembre,Viernes,16,AVENIDA,SI,RIVADAVIA AV. y MANZONI,10,-58.49945705,-34.63743280,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,72
2018-0122,1,2018,Noviembre,Lunes,1,AUTOPISTA,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-58.47743966,-34.67233407,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,33
2018-0123,1,2018,Noviembre,Lunes,3,GRAL PAZ,SI,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,AUTO-SD,AUTO,SD,CONDUCTOR,MASCULINO,25
2018-0124,1,2018,Noviembre,Jueves,19,AUTOPISTA,NO,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,CARGAS,CONDUCTOR,MASCULINO,44
2018-0125,1,2018,Noviembre,Viernes,21,AVENIDA,SI,SAENZ AV. y VENTANA,4,-58.41650465,-34.65084045,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,29
2018-0126,1,2018,Noviembre,Domingo,12,GRAL PAZ,SI,"PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,-58.52994219,-34.64055918,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27
2018-0127,1,2018,Noviembre,Lunes,9,GRAL PAZ,SI,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,-58.50993046,-34.56919739,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,29
2018-0128,2,2018,Noviembre,Domingo,4,GRAL PAZ,NO,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,49
2018-0128,2,2018,Noviembre,Domingo,4,GRAL PAZ,NO,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,39
2018-0129,1,2018,Noviembre,Miércoles,4,AVENIDA,SI,"NEWBERY, JORGE AV. y GUEVARA",15,-58.45021367,-34.58695347,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,37
2018-0130,1,2018,Diciembre,Lunes,3,AVENIDA,SI,GAONA AV. y SEGUROLA AV.,10,-58.49022072,-34.62770192,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,39
2018-0131,1,2018,Diciembre,Viernes,19,AVENIDA,NO,"MADERO, EDUARDO AV. 550",1,-58.36860866,-34.60106568,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,29
2018-0132,1,2018,Diciembre,Miércoles,8,AUTOPISTA,SI,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,-58.39490504,-34.57241534,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,70
2018-0133,1,2018,Diciembre,Miércoles,14,AVENIDA,SI,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,60
2018-0134,1,2018,Diciembre,Miércoles,21,AVENIDA,SI,LA PLATA AV. y CASEROS AV.,7,-58.42349365,-34.64019887,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,56
2018-0135,1,2018,Diciembre,Martes,14,AVENIDA,SI,BELGRANO AV. y PERU,1,-58.37471802,-34.61265002,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80
2018-0136,1,2018,Diciembre,Martes,15,AVENIDA,NO,RIVADAVIA AV. 7013,7,-58.46438789,-34.62913916,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,70
2018-0137,1,2018,Diciembre,Martes,20,CALLE,SI,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,-58.38481975,-34.61100424,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,29
2018-0138,1,2018,Diciembre,Viernes,9,CALLE,NO,BERMUDEZ 1893,10,-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,79
2018-0139,1,2018,Diciembre,Sábado,6,CALLE,NO,SANTANDER 1974,7,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,28
2018-0140,1,2018,Diciembre,Sábado,8,CALLE,NO,LANTERI JULIETA 1400,1,-58.36004650,-34.61381341,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,78
2018-0141,1,2018,Diciembre,Sábado,17,AVENIDA,SI,MAZA e INDEPENDENCIA AV.,5,-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,75
2018-0142,1,2018,Diciembre,Martes,13,GRAL PAZ,NO,"PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,32
2018-0143,1,2018,Diciembre,Sábado,5,AVENIDA,SI,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,22
2019-0001,1,2019,Enero,Martes,8,AVENIDA,SI,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,25
2019-0002,1,2019,Enero,Miércoles,4,AVENIDA,SI,"CASTAÑARES AV. y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,32
2019-0003,1,2019,Enero,Sábado,8,AVENIDA,SI,SAN MARTIN AV. y TERRADA,15,-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23
2019-0004,1,2019,Enero,Lunes,19,AVENIDA,SI,"PERON, EVA AV. y MEDINA",9,-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,71
2019-0005,1,2019,Enero,Sábado,12,AVENIDA,SI,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,43
2019-0006,1,2019,Enero,Miércoles,5,AVENIDA,NO,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14,-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,12
2019-0007,1,2019,Enero,Sábado,19,CALLE,SI,"MITRE, BARTOLOME y YATAY",5,-58.42891604,-34.61071660,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,35
2019-0008,1,2019,Enero,Miércoles,22,GRAL PAZ,NO,"PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,42
2019-0009,1,2019,Enero,Jueves,14,AVENIDA,SI,CHACABUCO y SAN JUAN AV.,1,-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,34
2019-0010,2,2019,Febrero,Sábado,7,AVENIDA,NO,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39
2019-0010,2,2019,Febrero,Sábado,7,AVENIDA,NO,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,59
2019-0011,1,2019,Febrero,Domingo,1,GRAL PAZ,SI,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.51839930,-34.66252488,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39
2019-0012,1,2019,Febrero,Domingo,3,AVENIDA,SI,"CASTAÑARES AV. y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,31
2019-0013,1,2019,Febrero,Miércoles,7,CALLE,SI,SALVIGNY y MOM,7,-58.43383830,-34.64457699,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39
2019-0014,1,2019,Febrero,Miércoles,17,CALLE,NO,"LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,69
2019-0015,1,2019,Febrero,Sábado,6,AVENIDA,NO,SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,21
2019-0016,1,2019,Febrero,Domingo,2,CALLE,SI,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,40
2019-0017,1,2019,Marzo,Domingo,7,CALLE,SI,MEXICO y PICHINCHA,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,22
2019-0018,1,2019,Marzo,Domingo,23,AUTOPISTA,SI,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,29
2019-0019,1,2019,Marzo,Miércoles,12,AVENIDA,NO,DEL LIBERTADOR AV. 6326,13,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,39
2019-0020,1,2019,Marzo,Jueves,21,AVENIDA,NO,CHICLANA AV. 3444,5,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43
2019-0021,1,2019,Marzo,Viernes,22,AVENIDA,SI,BOYACA AV. y YERBAL,7,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23
2019-0022,1,2019,Marzo,Viernes,0,AVENIDA,NO,ENTRE RIOS AV. 1260,1,-58.39123782,-34.62352245,AUTO-SD,AUTO,SD,PASAJERO_ACOMPAÑANTE,MASCULINO,39
2019-0023,1,2019,Marzo,Sábado,8,GRAL PAZ,SI,"PAZ, GRAL. AV. y JACQUES, AMADEO",9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,34
2019-0024,1,2019,Marzo,Martes,7,AVENIDA,NO,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,32
2019-0025,1,2019,Marzo,Viernes,13,CALLE,SI,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,27
2019-0026,1,2019,Marzo,Jueves,7,AVENIDA,SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39
2019-0027,1,2019,Marzo,Jueves,11,AVENIDA,SI,SANTA FE AV. y AZCUENAGA,2,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE,CICLISTA,MASCULINO,37
2019-0028,1,2019,Abril,Sábado,9,AVENIDA,SI,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",11,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,50
2019-0029,1,2019,Abril,Domingo,10,AVENIDA,SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,27
2019-0030,1,2019,Abril,Martes,16,CALLE,SI,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,25
2019-0031,1,2019,Abril,Viernes,19,AVENIDA,SI,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,MASCULINO,20
2019-0032,1,2019,Abril,Martes,11,AVENIDA,SI,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.60443790,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,83
2019-0033,1,2019,Abril,Jueves,1,AUTOPISTA,SI,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1,-58.36607137,-34.62150748,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,25
2019-0034,1,2019,Abril,Domingo,9,AVENIDA,NO,"MORENO, PERITO AV. 3050",7,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,39
2019-0035,1,2019,Abril,Martes,14,CALLE,NO,SUIPACHA 665,1,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,75
2019-0036,1,2019,Abril,Viernes,22,CALLE,SI,RIGLOS y FORMOSA,6,-58.43680440,-34.62147504,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,34
2019-0037,1,2019,Mayo,Miércoles,23,AVENIDA,SI,LA RIOJA e INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,17
2019-0038,1,2019,Mayo,Sábado,14,AVENIDA,SI,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,42
2019-0039,1,2019,Mayo,Jueves,3,AVENIDA,SI,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,28
2019-0040,1,2019,Mayo,Jueves,12,CALLE,SI,PUAN y SANTANDER,7,-58.44263580,-34.63679732,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,44
2019-0041,1,2019,Mayo,Sábado,20,AVENIDA,SI,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,78
2019-0042,1,2019,Mayo,Martes,15,CALLE,SI,LIMA y CONSTITUCION,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39
2019-0043,1,2019,Mayo,Martes,9,AVENIDA,SI,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,50
2019-0044,1,2019,Mayo,Lunes,12,AVENIDA,NO,BOEDO AV. 650,5,-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,77
2019-0045,1,2019,Junio,Lunes,7,AVENIDA,SI,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,33
2019-0046,1,2019,Junio,Martes,9,GRAL PAZ,SI,"PAZ, GRAL. AV. y CABILDO AV.",13,-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26
2019-0047,1,2019,Junio,Jueves,10,AVENIDA,NO,CASEROS AV. 1700,4,-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,76
2019-0048,1,2019,Junio,Viernes,7,AVENIDA,NO,AVELLANEDA AV. 1548,6,-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,32
2019-0049,1,2019,Junio,Sábado,9,CALLE,SI,CIUDAD DE LA PAZ y MENDOZA,13,-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,72
2019-0050,1,2019,Junio,Sábado,23,AVENIDA,SI,"SALGUERO, JERONIMO y HONDURAS AV.",14,-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,21
2019-0051,1,2019,Junio,Martes,10,CALLE,SI,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,41
2019-0053,1,2019,Junio,Viernes,17,AVENIDA,SI,ASTURIAS AV. y CASTAÑARES AV.,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,49
